Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
"Very Well Designed 1300 Sq Ft Residential Flat Is Unoccupied For Rent At Block K, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1300,3,3,25000,1001-1500
"Check This Fine Looking Flat Of 1300 Sq Ft Offered For Rent In Block K, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1300,3,3,25000,1001-1500
"Ready Apartment Of 1300 Sq Ft Is Now Available To Rent In Block K, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1300,3,3,25000,1001-1500
"Grab This Newly-constructed 1300 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block D",Aftab Nagar,Dhaka,Apartment,1300,3,3,20000,1001-1500
"View This Nice 1180 Sq Ft Apartment Available For Rent In Badda, Shahjadpur",Badda,Dhaka,Apartment,1180,3,2,25000,1001-1500
"Seal The Deal Of Renting This 1180 Sq Ft Apartment In Badda, Shahjadpur",Badda,Dhaka,Apartment,1180,3,2,25000,1001-1500
"1180 Sq Ft Modern Apartment Available For Rent In Badda, Shahjadpur",Badda,Dhaka,Apartment,1180,3,2,25000,1001-1500
"Checkout This 1180 Sq Ft Apartment Available For Rent In Badda, Shahjadpur",Badda,Dhaka,Apartment,1180,3,2,25000,1001-1500
"We Are Offering You A 1510 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1510,3,3,28000,1501-2000
"Visit This 1360 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1360,3,3,22000,1001-1500
"Lovely Apartment Of 1200 Sq Ft Is Up For Rent In Madrasha Road, Mohammadpur",Mohammadpur,Dhaka,Apartment,1200,3,3,22000,1001-1500
2600 Sq Ft Spacious Flat For Rent In A Nice Location Of Bashundhara R/a,Bashundhara R-A,Dhaka,Apartment,2600,6,5,65000,2501-3000
"Available In Banasree , A 800 Sq. Ft Apartment For Rent, Nearby Baitul Atiq Jame Mosque",Banasree,Dhaka,Apartment,800,2,2,18000,501-1000
See this 1510 SQ FT apartment which is up for rent in Chattogram near Ferozshah Colony Government Primary School,9 No. North Pahartali Ward,Chattogram,Residence,1510,3,3,20000,1501-2000
Excellent Flat Of 3500 Sq Ft Is All Set For Rent In The Fine Location Of Gulshan 2,Gulshan,Dhaka,Apartment,3500,5,5,300000,3001-3500
"View This 1360 Sq Ft Nice Flat Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1360,3,3,22000,1001-1500
"750 Square Feet Cozy Apartment For Rent In Mohammadpur, PC Culture Housing",Mohammadpur,Dhaka,Apartment,750,2,2,14000,501-1000
"Get A Look At This Lovely Flat For Rent Featuring 1300 Sq Ft In Block J, Baridhara",Baridhara,Dhaka,Apartment,1300,3,3,30000,1001-1500
"Reside Conveniently In This Well Constructed 700 Sq Ft Flat For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,700,2,2,15000,501-1000
"900 Square Feet Perfect Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,900,2,2,15000,501-1000
A 2045 Sq. Ft Apartment Which Is Up For Rent At Bashundhara R-a Near To Chapra Masjid,Bashundhara R-A,Dhaka,Apartment,2045,3,4,40000,2001-2500
We Are Happy To Present This Modern 2500 Sq Ft Apartment For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2500,3,3,60000,2001-2500
"Grab This 1954 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1954,4,4,35000,1501-2000
"1510 Sq Ft Apartment Is Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1510,3,3,28000,1501-2000
"Deal With This 1360 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1360,3,3,22000,1001-1500
"950 Sq Ft Apartment Is Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,950,2,2,15000,501-1000
"Look At This Nice 720 Sq Ft Flat Is Up For Rent At Bizlymoholla Road, Mohammadpur",Mohammadpur,Dhaka,Apartment,720,2,2,16000,501-1000
"Be The Resident Of This Beautiful Flat Of 1520 Sq Ft Which Is Vacant Now For Rent At Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1520,3,3,25000,1501-2000
"Grab A 1520 Sq Ft Flat For Rent At Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1520,3,3,25000,1501-2000
"Grab This 1350 Sq Ft Apartment Ready To Rent In Mirpur, Pallabi",Mirpur,Dhaka,Apartment,1350,3,3,27000,1001-1500
"1300 Sq Ft Residential Apartment Is On Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,1300,3,3,25000,1001-1500
We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1200 Sq Ft Space In Shyamoli,Shyamoli,Dhaka,Apartment,1200,3,2,23000,1001-1500
"Lovely Apartment Of 1000 Sq Ft Is Up For Rent In Shah Ali Bag, Mirpur",Mirpur,Dhaka,Apartment,1000,3,2,15000,501-1000
"A Nicely Constructed Apartment Of 1000 Sq Ft Is Available Right Now For Rent In Shah Ali Bag, Mirpur",Mirpur,Dhaka,Apartment,1000,3,2,15000,501-1000
"This 1250 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Sector 10, Uttara",Uttara,Dhaka,Apartment,1250,3,3,22000,1001-1500
"A Perfect Flat Of 1300 Sq Ft For Living With Family Is Available For Rent At Block H, Banasree",Banasree,Dhaka,Apartment,1300,3,3,18000,1001-1500
"Start Residing In This 1300 Sq Ft, Properly Developed Flat For Rent In Block H, Banasree",Banasree,Dhaka,Apartment,1300,3,3,18000,1001-1500
2500 Sq Ft Huge Apartment Is Ready To Rent At 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,2500,4,4,46000,2001-2500
"Deal With This 1000 Square Feet Apartment For Rent In Uttara, Sector 14",Uttara,Dhaka,Apartment,1000,3,3,37000,501-1000
This Flat In Double Mooring Next To Boro Pukur Par Masjid Is Up For Rent With An Area Of 1000 Sq. ft,Double Mooring,Chattogram,Apartment,1000,2,2,17000,501-1000
A Beautiful 1500 Sq Ft Residential Home Is Ready For Rent At 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1500,3,4,26000,1001-1500
"A 1100 Sq Ft, Apartment At Bayazid Nearby Roufabad Urban Dispensary Is Up For Rent.",Bayazid,Chattogram,Apartment,1100,3,2,15000,1001-1500
Appealing Property In Shah Ali Bag– 850 Sq Ft Flat For Rent,Mirpur,Dhaka,Apartment,850,2,2,14000,501-1000
Property In Shekhertek– 750 Sq Ft Flat For Rent,Mohammadpur,Dhaka,Apartment,750,2,2,13000,501-1000
"1060 Sq Ft Apartment For Rent In Banasree, Block J",Banasree,Dhaka,Apartment,1060,3,3,20000,1001-1500
"This 1100 Sq Ft Flat Is Up For Rent Within Your Affordability Is Located At Madrasha Road, Mohammadpur",Mohammadpur,Dhaka,Apartment,1100,3,2,18000,1001-1500
"Pursue This Great 1420 Sq Ft Flat For Rent In Banasree, Block B",Banasree,Dhaka,Apartment,1420,3,3,23000,1001-1500
"1100 Square Feet Perfect Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,1100,3,2,22000,1001-1500
"Cozy 3BR Apartment | Amezing View | Vacant Now In Mirpur, Shah Ali Bag",Mirpur,Dhaka,Apartment,1050,3,2,15000,1001-1500
Find Your Desired Home At This 1000 Sq Ft Well Featured Flat For Rent At Mohammadpur,Mohammadpur,Dhaka,Apartment,1000,3,2,22000,501-1000
"Very Well Designed 2100 Sq Ft Residential Flat Is Unoccupied For Rent At Block E, Banasree",Banasree,Dhaka,Apartment,2100,5,5,50000,2001-2500
"A Beautifully Constructed Apartment Of 1050 Sq Ft Is Vacant Right Now For Rent In Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1050,2,2,15000,1001-1500
1200 Sq Ft Flat Is Available For Rent At Banasree,Banasree,Dhaka,Apartment,1200,3,3,20000,1001-1500
Well-featured 1400 Sq Ft Residence Is Ready For Rent At West Agargaon,Agargaon,Dhaka,Apartment,1400,3,3,22000,1001-1500
"Well Developed Flat Up For Rent In Mirpur Section 6 Near Chalantika Mor Bus Stop, Of 650 Sq Ft",Mirpur,Dhaka,Apartment,650,2,1,11000,501-1000
"A 1300 Sq Ft Ready Flat Is Here For Rent At PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,1300,3,3,25000,1001-1500
"1450 Square Feet Apartment For Rent In Uttara, Sector 13",Uttara,Dhaka,Apartment,1450,3,3,35000,1001-1500
"Reside conveniently in this well constructed 600 SQ FT flat for rent in Mirpur, near Ansar Camp Bus Stop",Mirpur,Dhaka,Apartment,600,2,1,10000,501-1000
"1050 Sq Ft Apartment Is Ready For Rent In Mirpur, Middle Paikpara",Mirpur,Dhaka,Apartment,1050,3,2,15000,1001-1500
A Rightly Planned Apartment Is Now Vacant For Rent In Panchlaish Residential Area Which Is 2000 Sq Ft,16 No. Chawk Bazaar Ward,Chattogram,Apartment,2000,3,4,40000,1501-2000
"A Convenient 900 Sq Ft Residential Flat Is Prepared To Be Rented At Priyanka City, Mirpur 12",Uttara,Dhaka,Apartment,900,2,2,22000,501-1000
900 Sq Ft Apartment For Rent In Uttara-12,Uttara,Dhaka,Apartment,900,2,2,22000,501-1000
"1400 Square Feet Apartment Is Up For Rent In A Friendly Neighborhood Of Sugandha Residential Area, Panchlaish",Panchlaish,Chattogram,Apartment,1400,3,3,28000,1001-1500
"Perfect For A Family Home, This Apartment Of 1300 Sq Ft Is Up For Rent In Ring Road, Mohammadpur",Mohammadpur,Dhaka,Apartment,1300,3,3,26000,1001-1500
"Relax In This 750 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,750,2,2,13000,501-1000
Grab This 800 Sq Ft Apartment For Rent In Banasree,Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"800 Sq Ft Nice Flat For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"Pursue This 800 Sq Ft Flat For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"800 Sq Ft Flat Is For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"650 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,650,2,1,13000,501-1000
"Looking For A Perfect Family Home To Rent In Shahjadpur, Check This 950 Sq Ft Well Featured Flat.",Badda,Dhaka,Apartment,950,3,2,25000,501-1000
"Reside In This 950 Sq Ft Well Fitted Flat Which Is Located At Shahjadpur, Badda",Badda,Dhaka,Apartment,950,3,2,25000,501-1000
"This 950 Sq Ft Well Defined Flat Is Now Vacant To Rent In Shahjadpur, Badda",Badda,Dhaka,Apartment,950,3,2,25000,501-1000
"1300 Square Feet Suitable Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,1300,3,3,25000,1001-1500
"1600 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block D",Aftab Nagar,Dhaka,Apartment,1600,3,3,25000,1501-2000
"1560 Sq Ft Flat For Rent In Maghbazar, With Good Home Facilities",Maghbazar,Dhaka,Apartment,1560,3,3,30000,1501-2000
"Looking For A Perfect Family Home To Rent In Uttara, Sector 13 Check This 3003 Sq Ft Well Featured Flat.",Uttara,Dhaka,Apartment,3003,4,4,65000,3001-3500
"Grab This 720 Sq Ft Beautiful Flat Is Vacant For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,720,2,2,15500,501-1000
"Start A New Home, In This 720 Sq Ft Flat For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,720,2,2,15000,501-1000
"Picture yourself, residing in this well-constructed and planned 1800 SQ FT apartment in Khulshi for rent",Khulshi,Chattogram,Apartment,1800,3,3,30000,1501-2000
"Start Residing In This 1400 Sq Ft, Properly Developed Flat For Rent, In Double Mooring, Near Bashundhara Baitul Mawla Jame Masjid",Double Mooring,Chattogram,Apartment,1400,3,3,15000,1001-1500
Ready Apartment Of 1600 Sq Ft Is Now To Rent In 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1600,3,3,30000,1501-2000
"3200 Sq Ft Ready Apartment For Rent In Baridhara, Block K",Baridhara,Dhaka,Apartment,3200,4,4,160000,3001-3500
"Flat For Rent In Bayazid, Shahid Nagar",Bayazid,Chattogram,Apartment,900,2,2,11500,501-1000
We Have A 1700 Sq Ft Ready Flat For Rent In Banani Nearby Dhanmondi Kidney And General Hospital,Banani,Dhaka,Apartment,1700,3,4,85000,1501-2000
"To Live A Secure Life You Can Take This 1100 Sq Ft Flat For Rent At Nurer Chala, Badda",Badda,Dhaka,Apartment,1100,3,3,22000,1001-1500
"Take Rent This 900 Sq Ft Nice Flat For Living A Pleasant Life In Block H, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,900,2,2,15000,501-1000
"Ready Apartment Of 1550 Sq Ft Is Now Available To Rent In Modhubag, Boro Maghbazar",Maghbazar,Dhaka,Apartment,1550,3,4,35000,1501-2000
"Check This Fine Looking Flat Of 1550 Sq Ft Offered For Rent In Modhubag, Boro Maghbazar",Maghbazar,Dhaka,Apartment,1550,3,4,32000,1501-2000
"A Comfortable 800 Sq Ft Flat Is Here For Rent In Modhubag, Boro Maghbazar",Maghbazar,Dhaka,Apartment,800,2,2,20000,501-1000
"View This 800 Sq Ft Flat Up For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"Get This 800 Sq Ft Apartment For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"Relax In This 800 Sq Ft Apartment For Rent In Banasree, Block E",Banasree,Dhaka,Apartment,800,2,2,15000,501-1000
"Visit This 800 Sq Ft Residence Is Vacant For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,800,2,2,15000,501-1000
"An Affordable Apartment Of 850 Sq Ft Is Waiting For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,850,2,2,15500,501-1000
"Have A Look At This 900 Sq Ft Property Which Is Up For Rent Located At Shah Shaheb Nagar, Middle Paikpara",Mirpur,Dhaka,Apartment,900,2,2,15000,501-1000
"Beautiful And Well-constructed 1100 Sq Ft Flat Is Ready To Rent At Shah Shaheb Nagar, Middle Paikpara",Mirpur,Dhaka,Apartment,1100,3,3,15000,1001-1500
"Live In This 720 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,720,2,2,17000,501-1000
"A Perfect Flat Of 1350 Sq Ft For Living With Family Is Available For Rent At Kunjobon Road, East Rampura",Rampura,Dhaka,Apartment,1350,3,3,22000,1001-1500
A Comfortable 3000 Sq Ft Flat Is Here For Rent In Banani,Banani,Dhaka,Apartment,3000,3,4,210000,2501-3000
"Pursue This 1600 Sq Ft Flat For Rent At Bayazid, Polytechnic",Bayazid,Chattogram,Apartment,1600,3,4,22000,1501-2000
2175 Sq Ft Nice Apartment Is For Rent In Uttara-4,Uttara,Dhaka,Apartment,2175,3,3,65000,2001-2500
1500 Square Feet Nice Apartment Is For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1500,3,3,28000,1001-1500
"Grab This 720 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,720,2,2,15500,501-1000
This Vacant Apartment Of 720 Sq Ft Situated In Shekhertek Is Up For Rent,Mohammadpur,Dhaka,Apartment,720,2,2,16000,501-1000
"A Nice And Small Sized 800 Sq Ft Residential Apartment Is Available For Rent At PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,800,2,2,14000,501-1000
Visit This 2000 Sq Ft Flat With 3 Bedrooms To Rent In Baridhara,Baridhara,Dhaka,Apartment,2000,3,3,50000,1501-2000
1035 Sq Ft Apartment Is Available For Rent In East Rampura,Rampura,Dhaka,Apartment,1035,3,3,20000,1001-1500
"1030 Sq Ft Modest Flat For Rent In West Agargaon, Shapla Housing",Agargaon,Dhaka,Apartment,1030,3,3,20000,1001-1500
1580 Sq Ft Amazing Flat For Rent In West Agargaon,Agargaon,Dhaka,Apartment,1580,3,3,23000,1501-2000
Deal With This 1580 Sq Ft Flat For Rent In West Agargaon,Agargaon,Dhaka,Apartment,1580,3,3,23000,1501-2000
"1035 Sq Ft Apartment Is Available For Rent In East Rampura, East Hazipara",Rampura,Dhaka,Apartment,1035,3,3,20000,1001-1500
Agargaon Is Offering A 1200 Sq Ft Flat For Rent To Pick It For Your Next Home.,Agargaon,Dhaka,Apartment,1200,3,3,20000,1001-1500
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1250 Sq Ft In Agargaon,Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
Fairly Spacious Apartment Of 1250 Sq Ft Is Ready For Rent In Agargaon,Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
"1250 Sq Ft Flat For Rent In Taltola, Agargaon.",Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
850 Sq Ft Flat For Rent At New Monsurabad,10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,14000,501-1000
"Dwell In This 1500 Sq Ft Flat For Rent In Agargaon, Kamal Soroni Road",Agargaon,Dhaka,Apartment,1500,3,3,25000,1001-1500
Let Us Offer You This 1500 Sq Ft Flat For Rent In Agargaon,Agargaon,Dhaka,Apartment,1500,3,3,25000,1001-1500
Checkout This 1286 Sq Ft Apartment Available For Rent In East Rampura,Rampura,Dhaka,Apartment,1286,3,3,22000,1001-1500
1150 Sq Ft Apartment Is Available For Rent In East Rampura,Rampura,Dhaka,Apartment,1150,3,3,20000,1001-1500
1250 SQFT Residential Apartment For Rent At Agargaon,Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
Grab This 1250 SQFT Flat Which Is Ready For Rent In Agargaon Taltola.,Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
"Have A Look On This 1250 SQFT Flat For Rent In Taltola, Agargaon.",Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
Visit This 1250 SQFT Flat For Rent In Agargaon Taltola.,Agargaon,Dhaka,Apartment,1250,3,3,30000,1001-1500
1550 SFT. Apartment Is Now Available For Rent In West Rampura,Rampura,Dhaka,Apartment,1550,3,3,30000,1501-2000
850 Sq Ft Flat For Rent In The Serene Location Of 10 No. North Kattali Ward,10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,14000,501-1000
Comfortable And Well-designed Apartment Of 800 Sq Ft In Bayazid For Rent,Bayazid,Chattogram,Apartment,800,2,2,11500,501-1000
Ready To Move In! Visit This 750 Sq. Ft. Rental Property At Nikunja,Nikunja,Dhaka,Apartment,750,2,2,20000,501-1000
New With A View – 1250 Sq Ft Flat For Rent In 7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
Live Peacefully In This 1250 Sq Ft Flat For Rent At 7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
"1850 Sq Ft Full Furnished Apartment With A Modern Look Is For Rent In Muradpur, Nasirabad Housing Society",Muradpur,Chattogram,Apartment,1850,3,3,50000,1501-2000
Get This Cozy 1860 Sq Ft Flat For Rent In 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1860,3,4,40000,1501-2000
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Rent In West Agargaon,Agargaon,Dhaka,Apartment,1200,3,3,20000,1001-1500
Great News! This 1200 Sq Ft Home For Rent In West Agargaon Which Can Be Your Next Destination,Agargaon,Dhaka,Apartment,1200,3,3,20000,1001-1500
All Set For Rental Purpose This 1300 Square Feet Flat In A Peaceful Location Of Halishahar Housing Estate - Block L .,Halishahar,Chattogram,Apartment,1300,3,3,30000,1001-1500
An Adequate And Cozy 1300 Sq. Ft. Flat Is Ready For Rent At Halishahar Housing Estate - Block L,Halishahar,Chattogram,Apartment,1300,3,3,30000,1001-1500
1110 Sq Ft Flat With 2 Balconies For Rent At 24 No North Agrabad Ward,Double Mooring,Chattogram,Apartment,1110,3,3,20000,1001-1500
Take A Quick Look At This 3000 Sq Ft Flat For Rent In Nasirabad Properties Residential Area,Khulshi,Chattogram,Apartment,3000,4,4,55000,2501-3000
Create Your Home In A 700 Sq Ft Apartment For Rent In 11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,Apartment,700,2,2,10000,501-1000
2200 Sq Ft Nice Residential Apartment Is Ready To Rent At Banani,Banani,Dhaka,Apartment,2200,3,4,85000,2001-2500
A Great 1970 Sq Ft Residence For Renting Purposes Is Available In 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1970,3,4,40000,1501-2000
"You Can Move In This 680 Sq Ft Lovely Flat At Shantibag Residential Area, Which Is Ready To Rent",Double Mooring,Chattogram,Apartment,680,2,1,9000,501-1000
For Rental Purpose 2250 Square Feet Flat Is Available In Banani,Banani,Dhaka,Apartment,2250,3,3,90000,2001-2500
"Reside At Ease, In This 1000 Sq Ft Flat For Rent In Malibagh",Malibagh,Dhaka,Apartment,1000,3,3,22000,501-1000
"Fairly Spacious Apartment Of 3000 Sq Ft Is Ready For Rent In Baridhara, Park Road",Baridhara,Dhaka,Apartment,3000,3,3,120000,2501-3000
Offering You 900 Sq Ft Apartment For Rent In Shahi Residential Area,Sholokbahar,Chattogram,Apartment,900,2,2,15000,501-1000
1050 Square Feet Residential Flat With 3 Nice Bedrooms For Rent In Sholokbahar,Sholokbahar,Chattogram,Apartment,1050,3,3,16000,1001-1500
1050 Square Feet Residential Flat With 3 Bedrooms For Rent In Sholokbahar,Sholokbahar,Chattogram,Apartment,1050,3,3,17000,1001-1500
Your Desired Large 2 Bedroom Home In Badurtala Is Now Vacant For Rent,Sholokbahar,Chattogram,Apartment,900,2,2,14000,501-1000
"Reside at ease, in this 900 SQ FT flat for rent in Sholokbahar",Sholokbahar,Chattogram,Apartment,900,2,2,11000,501-1000
You can move into this well planned and comfortable 1020 SQ FT Residential flat in Badurtala for rent,Sholokbahar,Chattogram,Apartment,1020,3,3,17000,1001-1500
Create your home in a 850 SQ FT apartment for rent in Badurtala,Sholokbahar,Chattogram,Apartment,850,2,2,14000,501-1000
Create your home in a 1050 SQ FT apartment for rent in Sholokbahar,Sholokbahar,Chattogram,Apartment,1050,3,3,17000,1001-1500
"Start a new home, in this 1050 SQ FT apartment for rent in Sholokbahar",Sholokbahar,Chattogram,Apartment,1050,3,2,16000,1001-1500
We Have A 1200 Sq. Ft Flat For Rent In 11 No. South Kattali Ward .,11 No. South Kattali Ward,Chattogram,Apartment,1200,3,2,16000,1001-1500
Get This 1350 Sq Ft Wonderful Flat In Cosmopolitan R/a Is Available For Rent,7 No. West Sholoshohor Ward,Chattogram,Apartment,1350,3,3,22000,1001-1500
A Well-maintained Residence Of 1300 Sq Ft Is Prepared For Rent In West Dhanmondi,Dhanmondi,Dhaka,Apartment,1300,3,4,35000,1001-1500
